StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,AWNA,PLNA,PLA,AWA,QTime_First Click,QTime_Last Click,QTime_Page Submit,QTime_Click Count,Age,School,Employment,HHI,Industry,Sex,per_week,time_spent,lifestyle,attention,country,statement,lose,win_work,win_invest,confirm
2019-03-15 17:43:12,2019-03-15 17:47:26,IP Address,49.205.243.174,100,253,True,2019-03-15 17:47:26,R_1OPSgWSEidEC24M,,,,,17.6999969482421875,83.29998779296875,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,22.055,22.055,27.842,1,25 - 34,Bachelor's degree in college (4-year),Part-time employed,"$10,000 - $19,999",Service,Female,4-6 times a week,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,2023
2019-03-15 13:34:40,2019-03-15 13:51:45,IP Address,67.249.189.129,20,1025,False,2019-03-15 17:51:50,R_2fH8eqgeZgNTwkC,,,,,,,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,6.679,6.679,7.822,1,,,,,,,,,,,,,,,,
2019-03-15 18:02:38,2019-03-15 18:03:41,IP Address,67.182.23.162,100,62,True,2019-03-15 18:03:41,R_3g0J97RCVTCTIzC,,,,,38.5449066162109375,-121.74050140380859375,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,7.404,7.404,8.797,1,18 - 24,Bachelor's degree in college (4-year),Full-time employed,"$90,000 - $99,999","Management, professional, and related",Male,2-3 times a week,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,2756
2019-03-15 18:01:59,2019-03-15 18:04:30,IP Address,104.4.233.225,100,150,True,2019-03-15 18:04:30,R_12lRrUbd6z4Qnby,,,,,33.9167938232421875,-118.34320068359375,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,22.873,22.873,34.868,1,35 - 44,Some college but no degree,Part-time employed,"$60,000 - $69,999",Sales and office,Female,Daily,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,1692
2019-03-15 18:01:47,2019-03-15 18:05:56,IP Address,45.19.6.175,100,249,True,2019-03-15 18:05:57,R_esyw3JcSF4Esb7z,,,,,33.7191925048828125,-84.00209808349609375,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,26.028,26.028,27.613,1,55 - 64,Some college but no degree,Part-time employed,"$10,000 - $19,999",Sales and office,Female,4-6 times a week,1 - 2 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,5976
2019-03-15 18:17:18,2019-03-15 18:19:27,IP Address,99.95.254.23,100,129,True,2019-03-15 18:19:27,R_25HerTe6bVx8lXV,,,,,36.2017059326171875,-119.3401947021484375,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,19.055,19.055,20.572,1,45 - 54,Associate or Technical degree in college (2-year),Full-time employed,"$30,000 - $39,999",Sales and office,Female,Daily,1 - 2 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,1552
2019-03-15 18:20:31,2019-03-15 18:27:37,IP Address,68.48.84.198,100,426,True,2019-03-15 18:27:38,R_1kZ8Mrva53EJnkQ,,,,,42.928497314453125,-83.63320159912109375,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,16.72,16.72,24.129,1,25 - 34,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$20,000 - $29,999",Service,Female,4-6 times a week,More than 7 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,7208
2019-03-15 16:53:45,2019-03-15 18:31:24,IP Address,107.213.218.205,100,5858,True,2019-03-15 18:31:24,R_1kG1rtrseryTBwF,,,,,25.597198486328125,-80.4048004150390625,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,0.487,0.487,1.262,1,25 - 34,Some college but no degree,Full-time employed,"$30,000 - $39,999",Sales and office,Female,Daily,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,,Select here to acknowledge your understanding,,5971
2019-03-15 18:26:19,2019-03-15 18:31:53,IP Address,71.227.212.223,100,334,True,2019-03-15 18:31:54,R_2wFQSOV1vpIIvw7,,,,,47.1443023681640625,-122.2545013427734375,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,23.789,23.789,51.918,1,65 - 74,Bachelor's degree in college (4-year),Part-time employed,"$20,000 - $29,999",Sales and office,Female,Daily,5 - 6 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,4748
2019-03-15 18:43:03,2019-03-15 18:45:21,IP Address,75.86.174.11,100,137,True,2019-03-15 18:45:21,R_3CCviOR5WqbATR3,,,,,42.56170654296875,-87.83010101318359375,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,19.839,19.839,23.262,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$70,000 - $79,999",Sales and office,Male,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,9738
2019-03-15 18:43:37,2019-03-15 18:48:04,IP Address,24.158.195.220,100,267,True,2019-03-15 18:48:04,R_5j9wBExXqzKps9b,,,,,36.3444976806640625,-82.20149993896484375,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,82.43,82.43,83.755,1,35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$20,000 - $29,999",Government,Female,Daily,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,5934
2019-03-15 18:49:26,2019-03-15 18:51:52,IP Address,108.74.192.75,100,145,True,2019-03-15 18:51:52,R_3m1ycavDkYe8ONy,,,,,35.129302978515625,-80.8639984130859375,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",14.434,14.434,16.316,1,45 - 54,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$20,000 - $29,999",Other,Male,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,9276
2019-03-15 19:04:56,2019-03-15 19:06:24,IP Address,98.111.116.219,100,87,True,2019-03-15 19:06:24,R_3qR4zKMqC7ar5bO,,,,,40.274993896484375,-76.80390167236328125,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,9.344,12.043,12.08,3,25 - 34,Associate or Technical degree in college (2-year),Full-time employed,"$40,000 - $49,999",Service,Male,Daily,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,,,Select here to acknowledge your understanding,1865
2019-03-15 19:05:34,2019-03-15 19:08:20,IP Address,47.208.108.44,100,166,True,2019-03-15 19:08:20,R_3s17g52NySuL3oL,,,,,40.793792724609375,-124.1573028564453125,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,4.503,64.581,66.3,6,35 - 44,Bachelor's degree in college (4-year),Part-time employed,"$40,000 - $49,999",Other,Male,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,6450
2019-03-15 19:10:48,2019-03-15 19:14:41,IP Address,171.49.196.139,100,233,True,2019-03-15 19:14:42,R_XMS0YfJJsHk1fUZ,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,29.967,29.967,31.09,1,45 - 54,Master's degree,Full-time employed,"$10,000 - $19,999",Service,Male,Daily,5 - 6 hours,Mechanical Turk money is always needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,5175
2019-03-15 19:13:34,2019-03-15 19:15:04,IP Address,173.73.116.159,100,90,True,2019-03-15 19:15:05,R_3nI8ByAk8BVjVwy,,,,,38.886505126953125,-77.09110260009765625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,12.581,15.835,18.927,2,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999",Government,Male,Daily,5 - 6 hours,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,6548
2019-03-15 19:19:59,2019-03-15 19:22:13,IP Address,142.161.140.212,100,134,True,2019-03-15 19:22:14,R_2AHjSAK8xe0Mjmj,,,,,49.5258026123046875,-96.68450164794921875,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,17.798,17.798,19.3,1,25 - 34,Bachelor's degree in college (4-year),Not working and not seeking employment,"$60,000 - $69,999",Other,Female,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,Canada,,Select here to acknowledge your understanding,,,8288
2019-03-15 19:20:59,2019-03-15 19:22:56,IP Address,71.102.111.124,100,117,True,2019-03-15 19:22:57,R_3rTD1MOJX14ASaT,,,,,40.9488067626953125,-75.956298828125,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,23.821,23.821,27.859,1,35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$20,000 - $29,999","Production, transportation, and material moving",Male,Daily,1 - 2 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,,,Select here to acknowledge your understanding,2295
2019-03-15 19:22:33,2019-03-15 19:24:25,IP Address,73.142.196.100,100,111,True,2019-03-15 19:24:25,R_2pYVKLriZJucv7H,,,,,41.68670654296875,-72.790802001953125,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,17.01,17.01,18.077,1,25 - 34,Associate or Technical degree in college (2-year),Full-time employed,"$30,000 - $39,999","Production, transportation, and material moving",Female,2-3 times a week,5 - 6 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,9821
2019-03-15 19:24:43,2019-03-15 19:28:54,IP Address,45.251.33.184,100,251,True,2019-03-15 19:28:55,R_1gNlXOAr7EHlHg0,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",72.184,72.184,74.149,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"Less than $10,000","Management, professional, and related",Male,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,India,,Select here to acknowledge your understanding,,,2526
2019-03-15 19:29:05,2019-03-15 19:30:45,IP Address,73.75.151.81,100,100,True,2019-03-15 19:30:46,R_RV6XfkPY7jdAlVL,,,,,41.70880126953125,-85.9759979248046875,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,8.301,8.301,10.529,1,45 - 54,Less than high school degree,Full-time employed,"$20,000 - $29,999","Management, professional, and related",Male,4-6 times a week,More than 7 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,6467
2019-03-15 19:32:00,2019-03-15 19:35:59,IP Address,111.92.4.241,100,239,True,2019-03-15 19:36:00,R_1C4tuePdhb9kb1O,,,,,8.50689697265625,76.9569091796875,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,54.677,54.677,56.038,1,45 - 54,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999","Management, professional, and related",Female,4-6 times a week,5 - 6 hours,Mechanical Turk money does not materially change my financial situation,,India,,Select here to acknowledge your understanding,,,1623
2019-03-15 19:36:47,2019-03-15 19:38:23,IP Address,99.157.102.220,100,95,True,2019-03-15 19:38:23,R_2YnyENHuzbc69YU,,,,,34.1280975341796875,-84.5717010498046875,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,45.587,45.587,46.897,1,25 - 34,High school graduate (high school diploma or equivalent including GED),Part-time employed,"$70,000 - $79,999",Sales and office,Female,4-6 times a week,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,2497
2019-03-15 19:51:56,2019-03-15 19:53:52,IP Address,98.23.22.232,100,115,True,2019-03-15 19:53:52,R_3pgydvpo4LSzZyr,,,,,37.88079833984375,-84.56459808349609375,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,17.376,17.376,18.872,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999",Sales and office,Male,4-6 times a week,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,6246
2019-03-15 19:53:28,2019-03-15 19:55:38,IP Address,183.83.203.196,100,129,True,2019-03-15 19:55:38,R_3kG6XJgWBXhzABj,,,,,17.3784027099609375,78.47119140625,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,16.452,16.452,23.709,1,25 - 34,Bachelor's degree in college (4-year),Not working and seeking employment (Unemployed),"Less than $10,000",Unemployed,Female,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,,India,,,Select here to acknowledge your understanding,,7772
2019-03-15 15:56:30,2019-03-15 16:00:08,IP Address,216.110.214.42,93,218,False,2019-03-15 20:00:19,R_1H8nCZFOS0Pi32b,,,,,,,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",46.482,46.482,49.801,1,25 - 34,Bachelor's degree in college (4-year),Part-time employed,"$60,000 - $69,999",Sales and office,Male,4-6 times a week,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,,,,
2019-03-15 16:04:23,2019-03-15 16:04:53,IP Address,76.125.244.14,93,29,False,2019-03-15 20:04:57,R_1rHWXTnAKdtJ0DX,,,,,,,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,2.053,2.601,4.832,2,25 - 34,Associate or Technical degree in college (2-year),Full-time employed,"$60,000 - $69,999","Production, transportation, and material moving",Male,4-6 times a week,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,,,,
2019-03-15 16:04:57,2019-03-15 16:05:25,IP Address,76.125.244.14,93,27,False,2019-03-15 20:05:44,R_2B9SPEgFpKd7lh3,,,,,,,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,0.426,1.09,2.44,2,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999","Construction, extraction, and maintenance",Male,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,,,,
2019-03-15 20:03:59,2019-03-15 20:08:30,IP Address,117.217.165.154,100,270,True,2019-03-15 20:08:30,R_2cwiLA7p6G413i0,,,,,9.9333038330078125,78.11669921875,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,33.252,33.252,34.394,1,25 - 34,Master's degree,Full-time employed,"Less than $10,000",Other,Male,Daily,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,3136
2019-03-15 16:08:25,2019-03-15 16:08:35,IP Address,173.48.165.229,3,9,False,2019-03-15 20:08:44,R_32KHLusUrUjhpfI,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15 20:11:43,2019-03-15 20:16:36,IP Address,122.164.40.41,100,292,True,2019-03-15 20:16:36,R_5drdElnyxWjanO9,,,,,9.9333038330078125,78.11669921875,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,1.909,31.164,32.56,6,25 - 34,Master's degree,Part-time employed,"Less than $10,000",Sales and office,Female,Daily,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,First,India,5242,,,,
